Restaurant Name,City,Latitude,Longitude,Aggregate rating
Froth On Top,Mangalore,12.87353056,74.85158611,3.7
Hao Ming,Mangalore,12.87343056,74.85343056,3.5
Kobe Sizzlers,Mangalore,12.87334761,74.85209855,3.7
Liquid Lounge,Mangalore,12.87073611,74.84665556,3.8
Maharaja Restaurant,Mangalore,12.87378611,74.84863333,3.6
Giri Manja's,Mangalore,0.0,0.0,4.2
Kabab Studio,Mangalore,12.87582222,74.85006667,3.5
Brio Cafe and Grill,Mangalore,12.87221736,74.84500254,3.6
Gajalee Sea Food,Mangalore,0.0,0.0,3.9
Smoke N Oven,Mangalore,0.0,0.0,3.5
Village Restaurant,Mangalore,12.89897943,74.85946446,3.7
Barbeque Nation,Mangalore,0.0,0.0,3.7
Machali,Mangalore,0.0,0.0,4.1
Punjab Da Pind,Mangalore,0.0,0.0,3.7
Sizzler's Ranch,Mangalore,0.0,0.0,3.8
Spindrift,Mangalore,0.0,0.0,3.9
Sagar Ratna,Mangalore,12.87505833,74.84048333,3.7
The Shooters Cafe,Mohali,30.6955506,76.7187888,4.3
Joey's Pizza,Mumbai,19.12663,72.829976,4.0
Cafe Hydro,Mumbai,19.22131488,72.86238123,4.0
The American Joint,Mumbai,19.2238399,72.8413473,3.4
The Fusion Kitchen,Mumbai,19.254567,72.848923,4.7
145 Kala Ghoda,Mumbai,18.92758399,72.83258457,4.2
Tea Villa Cafe,Mumbai,19.05583064,72.83398401,4.1
Grandmama's Cafe,Mumbai,19.09145752,72.82780755,3.8
Mumbai Vibe,Mumbai,19.06583751,72.83265799,3.8
The Rolling Pin,Mumbai,18.99404899,72.82520279,3.9
Farzi Cafe,Mumbai,19.0035172,72.82764997,4.3
SpiceKlub,Mumbai,18.99423667,72.82555282,4.2
Tea Villa Cafe,Mumbai,19.20722241,72.97228105,3.9
Joey's Pizza,Mumbai,19.178321,72.834715,4.5
Stacks And Racks,Mumbai,19.18129965,72.83619149,4.6
The English Department Bar & Diner,Mumbai,19.17626869,72.83672087,3.9
Mirchi And Mime,Mumbai,19.12008268,72.90738534,4.9
38 Degree East,Mumbai,19.12199866,72.90849264,3.8
R' ADDA,Mumbai,19.1093,72.825451,4.0
Tea Villa Cafe,Mumbai,19.1311405,72.8130738,4.1
Tea Villa Cafe,Mumbai,19.103249,72.846749,3.6
Hotel RRR Mysore,Mysore,12.31107222,76.65487778,3.4
Jalpaan Dining Saga,Mysore,12.30456944,76.64362222,3.7
The Old House,Mysore,12.299524,76.64262,3.9
Vinayaka Mylari,Mysore,12.3085,76.66580833,4.2
Empire Restaurant,Mysore,12.32397778,76.62796111,3.7
Green Leaf,Mysore,12.32399444,76.62616667,3.5
Pakva Lounge,Mysore,12.32546111,76.63227778,3.7
Spring - Radisson Blu Plaza,Mysore,12.297954,76.665169,3.8
Big Chicken,Mysore,12.32319444,76.63058333,3.5
Barbeque Nation,Mysore,12.32121389,76.62109444,4.0
Pizza Hut,Mysore,12.323225,76.63002778,4.0
Tandooriwala,Mysore,12.28474722,76.62586111,3.5
Jungle The Restaurant,Mysore,12.31097222,76.65926389,3.7
The Barge Restaurant,Mysore,0.0,0.0,3.3
By The Way,Mysore,12.35205833,76.60665,3.6
Cafe Cornucopia,Mysore,12.31696667,76.60306667,3.6
Mezzaluna,Mysore,12.32635556,76.61910278,3.8
Nanking,Mysore,12.33792778,76.61788889,3.7
Oyster Bay,Mysore,12.33402222,76.61820278,3.6
Purple Haze,Mysore,12.33797778,76.61679167,3.7
House of Caffeine,Nagpur,21.12420256,79.06428449,3.3
Hide Out The Street Cafe,Nagpur,21.12949694,79.06046167,3.8
Tapri The Chai Books Cafe,Nagpur,0.0,0.0,3.9
Eat Street Express,Nagpur,21.12499944,79.05922417,4.0
Zaikart,Nagpur,21.11882292,79.04722832,4.3
Cafe Zinea,Nagpur,21.1481626,79.0679011,3.7
Checker's,Nagpur,21.15841584,79.07658678,4.0
The B.A.W.A,Nagpur,21.15619053,79.07730427,4.2
FSB,Nagpur,21.13851031,79.08047698,4.3
NESCAF� Illusions,Nagpur,21.13685791,79.0651371,3.9
Nineties,Nagpur,21.14083972,79.06652045,3.9
Mocha,Nagpur,21.13784829,79.05853249,4.0
The Zuree Urban Kitchen,Nagpur,21.15848119,79.08184659,4.4
The Breakfast Story,Nagpur,21.1232834,79.03866302,4.5
Ten Downing Street Restaurant & Bar,Nagpur,21.13672376,79.07851763,4.0
Ashoka Restaurant,Nagpur,21.159225,79.079819,4.2
Barbeque Nation,Nagpur,21.143272,79.080247,4.9
KFC,Nagpur,21.14353333,79.08040556,2.2
Moksh The Restro Lounge,Nagpur,21.14014612,79.08009443,4.0
Mainland China,Nagpur,21.08922374,79.06482127,3.8
Divtya Budhlya Wada Restaurant,Nashik,0.0,0.0,3.8
Spice Route,Nashik,20.01361026,73.74210622,3.6
Veg Aroma,Nashik,20.01207513,73.74589243,3.6
Eastern Spice,Nashik,20.006756,73.770914,3.5
The Bake Studio,Nashik,20.006756,73.770914,3.6
Barbeque Nation,Nashik,19.990707,73.760948,3.8
Chai Tapri,Nashik,0.0,0.0,3.4
Curry Leaves,Nashik,20.01271111,73.75582778,3.4
Enter The Dragon,Nashik,20.00551389,73.76653333,3.4
The Cafe Katta,Nashik,20.008442,73.756229,3.3
White X Sky Lounge,Nashik,0.0,0.0,3.4
12212,Nashik,20.00669049,73.75463597,3.5
Al Arabian Express,Nashik,20.0037341,73.76504313,3.7
RiverDine Restaurant & Bar,Nashik,0.0,0.0,3.5
Barbeque Ville,Nashik,19.97720852,73.77734005,3.8
Little Italy,Nashik,0.0,0.0,3.0
Soma at Sula,Nashik,0.0,0.0,3.3
Hotel Radhakrishna,Nashik,19.98975665,73.74630857,3.5
Sadhana Restaurant,Nashik,20.02091783,73.72076757,3.9
House Of Flavours,Nashik,19.991295,73.776176,3.4
Food Cloud,New Delhi,0.0,0.0,0.0
Burger.in,New Delhi,28.53538174,77.19692286,3.2
Days of the Raj,New Delhi,28.53549308,77.19747473,3.4
Dilli Ka Dhaba,New Delhi,28.5375472,77.1980333,2.6
Govardhan,New Delhi,28.5355234,77.1969242,3.4
Mezbaan Grills,New Delhi,28.5381335,77.1981225,3.1
Say Cheese,New Delhi,28.53744768,77.19815936,2.7
Southy,New Delhi,28.53747419,77.19795015,2.6
Monosoz,New Delhi,28.53839431,77.19804244,3.7
Waves,New Delhi,28.5386662,77.1988082,3.5
Delhi Darbar,New Delhi,28.53576259,77.19696745,2.2
Chateau,New Delhi,28.53565508,77.19679244,4.0
Nariyal Cafe,New Delhi,28.538438,77.199152,4.2
Rustom's Parsi Bhonu,New Delhi,28.53789627,77.19815668,4.2
BarShala,New Delhi,28.6557549,77.3006287,3.2
Chawla's�_,New Delhi,28.6560516,77.3011977,3.4
Domino's Pizza,New Delhi,28.6564531,77.3016337,2.8
Sultanat,New Delhi,28.6562624,77.3016026,3.7
Bella Italia,New Delhi,28.554463,77.087897,3.2
Clever Fox Cafe,New Delhi,28.55169,77.120642,3.2
365 Naturals,New Delhi,28.554463,77.087897,0.0
Tpot,New Delhi,28.554463,77.087897,0.0
4 on 44 Restaurant & Bar,New Delhi,28.6901424,77.1346226,2.6
Rambhog,New Delhi,28.6900143,77.1345554,3.3
Selfie Lounge Restro & Bar,New Delhi,28.68990208,77.13477239,3.2
BTW,New Delhi,28.7003322,77.1177269,3.4
Chilli Pepper,New Delhi,28.7006401,77.1176394,3.3
Pizza Hut,New Delhi,28.7006935,77.1172629,2.6
Puri Bakers,New Delhi,28.7004868,77.1175742,3.7
Jaiveer Naan & Chaap,New Delhi,28.7004261,77.1176368,2.2
Aggarwal's Sweets Paradise,New Delhi,28.52497428,77.2542078,2.9
Bikaner Sweets,New Delhi,28.5253209,77.2542551,3.3
Cafe Coffee Day,New Delhi,28.52813297,77.25014627,3.2
Cakeophony By Sonali,New Delhi,0.0,0.0,3.4
Chandra Sweets,New Delhi,28.5255719,77.2540557,3.0
Chhotu Mashhoor Kathi Roll,New Delhi,28.52569245,77.25411225,2.7
Green Chick Chop,New Delhi,28.52810941,77.24689879,3.2
Lazeez Restaurant,New Delhi,28.5256646,77.2545694,3.0
Madhuvan Chinese Fast Food,New Delhi,28.52560319,77.2532459,2.5
Mr Wong,New Delhi,28.525675,77.249793,3.2
Mughlai Shahi Rasoi,New Delhi,28.5253274,77.253851,3.2
Mumbai Central Street Food,New Delhi,28.52774267,77.24780235,3.1
Neha's Treat,New Delhi,28.5257928,77.2540306,2.9
New Bakers Shoppee,New Delhi,28.52553898,77.25402072,3.2
Pant  Ice Cream Parlour,New Delhi,28.52572397,77.25401971,3.3
PM 2 AM Food Bank,New Delhi,28.52757,77.25118,2.5
Punjabi Chaap Corner,New Delhi,28.533376,77.2542022,2.9
Sartaj Food Corner,New Delhi,28.5258419,77.2540755,2.8
The Sugar Therapy,New Delhi,28.523785,77.252479,3.4
Biryani Binge,New Delhi,28.53141028,77.25034475,3.9
City of Joy,New Delhi,28.53267894,77.25312788,3.9
Letz Roll,New Delhi,28.5278902,77.2468466,3.6
Nukkad,New Delhi,28.53,77.25,3.6
#InstaFreeze,New Delhi,28.52542,77.253694,0.0
Aahar Meat and Chicken Shop,New Delhi,28.52,77.25,0.0
Food Cafe,New Delhi,28.5299095,77.25012012,0.0
Lazeez Restaurant,New Delhi,28.5335614,77.25394236,0.0
Lemon Chick,New Delhi,28.525267,77.2546954,0.0
Punjabi Chaap Corner,New Delhi,0.0,0.0,0.0
Purani Dilli Foods,New Delhi,28.5254928,77.2550814,0.0
Tandoori Kebab,New Delhi,28.526931,77.248174,0.0
Shree Rathnam,New Delhi,28.5255985,77.2543449,2.4
Alaturka,New Delhi,28.541562,77.1549849,2.5
Amici Gourmet Pizza,New Delhi,28.5414797,77.1549896,3.1
Burger King,New Delhi,28.5417053,77.1551985,3.2
Kylin Express,New Delhi,28.5411683,77.155068,2.6
Big Fat Sandwich,New Delhi,28.54155381,77.15575699,3.5
Fashion Tv Cafe,New Delhi,28.5414127,77.15530144,3.6
Kylin Skybar,New Delhi,28.5414475,77.154938,3.6
Lemon Drops,New Delhi,28.5410525,77.1552225,3.9
Punjabi By Nature Express,New Delhi,28.5411702,77.155099,3.5
Red Mango,New Delhi,28.5409809,77.1553877,3.7
Starbucks,New Delhi,28.54089671,77.15541266,3.7
Peninsular Kitchen,New Delhi,28.5411409,77.1550949,4.2
Mithapur,New Delhi,28.5555634,77.2187517,3.4
Diggin,New Delhi,28.5556355,77.2194983,4.2
Aggarwal Sweet India,New Delhi,28.6603476,77.3169197,2.8
Banzara's,New Delhi,28.6594964,77.3063202,3.1
Bobby Tikki Wala,New Delhi,28.6603647,77.3168615,2.8
Chennai Junction,New Delhi,28.6596493,77.3065547,3.3
Chicken Bite,New Delhi,28.6595397,77.3065301,3.1
Chocolate Dreams,New Delhi,28.6594042,77.3068973,3.0
Dial n Dine,New Delhi,28.6602285,77.316909,3.4
Fresh n Refresh,New Delhi,28.6596084,77.3066672,3.4
Garden Hut,New Delhi,28.6601278,77.305701,3.1
Giani,New Delhi,28.6596561,77.3064966,3.3
Jugnu Gaming Zone and Cafe,New Delhi,28.6578549,77.3103233,2.9
Keventer's South Indian & Chinese Food,New Delhi,28.6594592,77.3068127,2.8
KTS,New Delhi,28.65948,77.306795,3.3
Mandarin,New Delhi,28.6598026,77.3061657,2.8
Penguin Bakers & Shakers,New Delhi,28.6596774,77.3064705,2.8
Rollmates,New Delhi,28.6595258,77.3064258,3.2
Tandoori Nights,New Delhi,28.6604475,77.3169899,3.0
Burger Dominion,New Delhi,28.6596325,77.3065439,3.6
Cafe Gainz,New Delhi,28.6595377,77.306742,3.5
Chaskaa,New Delhi,28.6595993,77.3066776,3.5
Fabulous Cake Bites,New Delhi,28.6601355,77.3057084,3.6
Hangout - A House Of Kathis,New Delhi,28.6594782,77.3065483,3.7
Malais By Anands,New Delhi,28.6602308,77.3171967,3.7
Panchwati Rasoi,New Delhi,28.6598763,77.317158,3.8
Sprinkles Cup & Cake,New Delhi,28.6632543,77.3160226,3.6
Target Ice Cream & Bakers,New Delhi,28.660001,77.3128538,3.6
The Sweeet Jar,New Delhi,28.6600636,77.3049468,3.9
Amar Bakery,New Delhi,28.6595807,77.3066854,0.0
Cafe Brewbug,New Delhi,28.6595978,77.3064428,0.0
Chilll House Kafe,New Delhi,28.6594371,77.3068152,0.0
Cookie Shookie,New Delhi,28.6594206,77.3068421,0.0
Fabulous Cake,New Delhi,28.6640178,77.3181158,0.0
Jai Maa Shaarde Samose Wala,New Delhi,28.6603594,77.3171146,0.0
Madaan Confectionery,New Delhi,28.6636866,77.3180203,0.0
Magic Masala,New Delhi,28.6597573,77.3061815,0.0
Sikka Chinese Fast Food,New Delhi,28.6579247,77.3065417,0.0
Teedo's Cake Inn,New Delhi,28.6600976,77.3056481,0.0
Thalaiva Cafe,New Delhi,28.659426,77.3065199,0.0
The Cake Affairs,New Delhi,28.6622024,77.3170268,0.0
Tulsi Ram Chinese Hut,New Delhi,28.6595326,77.3062409,0.0
V. K. Pasta,New Delhi,28.6595859,77.3066115,0.0
Xpert Bakers,New Delhi,28.6519961,77.3147803,0.0
Juniper Bar - Andaz Delhi,New Delhi,28.55480667,77.12181085,3.0
McDonald's,New Delhi,28.5625545,77.2243586,3.4
Pizza Hut Delivery,New Delhi,28.5625495,77.2242626,3.2
The Arena,New Delhi,28.5624498,77.2245776,3.4
Restaurant De Seoul,New Delhi,28.562518,77.2245397,3.6
Taksim,New Delhi,28.5625562,77.2239998,3.9
Jom Jom Malay,New Delhi,28.563155,77.224443,4.4
Kofuku,New Delhi,28.56257437,77.22493695,4.0
The Sky High,New Delhi,28.5622825,77.2243747,4.1
Haldiram's,New Delhi,28.66894461,77.10154384,3.1
Jux Pux - The Dreamer's Cafe,New Delhi,28.640954,77.238382,3.1
Pizzaon,New Delhi,28.64244153,77.23196391,3.0
FFC Restaurant,New Delhi,28.642415,77.231881,0.0
"34, Chowringhee Lane",New Delhi,28.6933274,77.1729156,2.8
Aapni Dhani,New Delhi,28.6927118,77.1731452,2.8
Bengal Sweet Corner,New Delhi,28.692666,77.1725562,2.8
Chicken Vicken,New Delhi,28.6849156,77.1664456,3.4
Cup-a-licious,New Delhi,28.6976846,77.1763302,3.2
Frontier,New Delhi,28.6931895,77.1714778,3.0
Metro Fast Food,New Delhi,28.6938333,77.1727344,2.7
Nagpal's,New Delhi,28.6848261,77.1664456,3.4
Nile Restro & Bar,New Delhi,28.6942435,77.1721967,2.7
Popular Chicken,New Delhi,28.6874254,77.1730055,3.0
Sardar A Pure Meat Shop,New Delhi,28.6873272,77.1729156,3.4
Shankar Fast Food,New Delhi,28.6929381,77.1716576,3.2
Singh's Zaika,New Delhi,28.6812819,77.1767631,3.0
The Mirch Masala,New Delhi,28.6931964,77.1731558,3.0
The Mirch Masala,New Delhi,28.6873066,77.1736345,3.2
Uncle Cake Shop,New Delhi,28.6738532,77.1855851,3.1
Kays Bar-Be-Que,New Delhi,28.6933532,77.1731852,3.5
Master Bakers,New Delhi,28.6925128,77.1728257,3.7
The Master's Fast Food Centre,New Delhi,28.6930613,77.1734098,3.5
6 Pack Momos,New Delhi,28.6940223,77.1724219,0.0
Al Noor Foods,New Delhi,28.6870353,77.1731402,0.0
Avon Kitchen,New Delhi,28.6872769,77.1736822,0.0
Bhasad Cafe,New Delhi,28.6720536,77.1808229,0.0
Bikaner Kesarvala,New Delhi,28.687879,77.1685277,0.0
De Bone Chicken,New Delhi,28.6872543,77.1730688,0.0
Indian Fresh Meat Shop,New Delhi,28.687261,77.1728262,0.0
JD's Food Court,New Delhi,28.6720536,77.1808229,0.0
Keventers,New Delhi,28.6942521,77.1722866,0.0
Malhotra Bakery,New Delhi,28.6738127,77.18563,0.0
Matthi Wala,New Delhi,28.67,77.18,0.0
Nirula's Ice Cream,New Delhi,28.694039,77.172323,0.0
Punjabi Chaap Corner,New Delhi,28.6703604,77.1809128,0.0
Puran Dhaba,New Delhi,28.6802986,77.1724663,0.0
Rama Desi Ghee Meat Wala,New Delhi,0.0,0.0,0.0
VadaPav 'n' Frankie,New Delhi,28.6873126,77.1732301,0.0
Chhabra Sweets,New Delhi,28.6939921,77.1723764,2.4
Kanwarji's,New Delhi,28.6945328,77.1787198,2.9
Pizza Hut,New Delhi,28.6929229,77.1780375,3.4
Sagar Ratna,New Delhi,28.693362,77.1779476,2.7
Smelling Salts,New Delhi,28.6951682,77.1715677,3.3
Wah Ji Wah,New Delhi,28.6960643,77.1795361,2.6
Wheelyz,New Delhi,28.693567,77.1782172,2.5
Bell Pepperz,New Delhi,28.6965128,77.1795201,3.9
Bharat Sweets,New Delhi,28.6929229,77.1780375,3.5
Invitation,New Delhi,28.6961234,77.1794454,3.6
Mystique Melange,New Delhi,28.6963822,77.1702198,3.9
Pandit Ji Paranthe Wale,New Delhi,28.6965655,77.1799506,3.7
Raju Chat Palace,New Delhi,28.680204,77.1855035,3.9
Seasonings - The Spice Mysteries,New Delhi,28.6950531,77.1793165,3.9
SGF - Spice Grill Flame,New Delhi,28.6961906,77.1794162,3.5
Apni Rasoi,New Delhi,28.6923511,77.177678,3.0
Bablu Kabab Shop,New Delhi,28.6919464,77.1781273,3.1
Cake o' Cuisine,New Delhi,28.691831,77.1778577,3.3
Domino's Pizza,New Delhi,28.6924171,77.1778168,3.2
Hunger Flames,New Delhi,28.6872232,77.1835542,3.4
Puran Chand Ambala Wale Di Hatti,New Delhi,28.6924751,77.1780375,3.3
The Cake Gallery,New Delhi,28.6849542,77.1674237,3.3
Bablu Chic Inn,New Delhi,28.6924851,77.1780492,3.6
Masala Basket,New Delhi,28.6921495,77.1778832,3.6
Udta Punjab,New Delhi,28.6924751,77.1780375,3.5
Munch Nation,New Delhi,28.69218909,77.17785772,4.0
Bengali Pastry Shop & Snack Bar,New Delhi,28.6295216,77.2319679,3.2
Bhimsain's Bengali Sweet House,New Delhi,28.6297833,77.231938,3.4
Cafe Coffee Day,New Delhi,28.62981784,77.22546157,2.9
Colonel's Kababz,New Delhi,28.6291908,77.2322198,3.4
Faasos,New Delhi,28.637044,77.22947,2.8
Karachi Bakery,New Delhi,28.6296552,77.2321395,3.0
Nathu's Sweets,New Delhi,28.6297135,77.2321162,3.3
Sachdeva Confectioners,New Delhi,28.636706,77.23034,3.1
Bengali Sweet House,New Delhi,28.6296407,77.2319464,3.6
Bijoli Grill,New Delhi,28.62586289,77.22564027,3.7
Nathu's Pastry Shop,New Delhi,28.6291468,77.2320661,3.8
Balaji Dhaba,New Delhi,28.6302526,77.2297102,0.0
Bhagat Ji,New Delhi,28.62948089,77.22556986,0.0
Hangout Kathi Rolls,New Delhi,28.6305852,77.229817,0.0
Makers & Bakers,New Delhi,28.6337562,77.2243937,0.0
Habibi Express,New Delhi,28.6291992,77.232182,2.3
Cafe Coffee Day,New Delhi,28.55860308,77.16410805,3.2
China Town,New Delhi,28.55882222,77.16399444,2.9
Domino's Pizza,New Delhi,28.55759742,77.16454592,3.3
High Street Kitchen & Bar,New Delhi,28.55803178,77.16416739,2.9
Pizza Hut,New Delhi,28.55750937,77.16408022,3.1
Sugar & Spice - Le Marche,New Delhi,28.55735771,77.16383245,3.0
The Kathis,New Delhi,28.55749052,77.16335401,2.8
The Kylin Experience,New Delhi,28.55915278,77.16345278,3.3
Arabian Nites,New Delhi,28.55731442,77.16421165,3.5
Asia Kitchen,New Delhi,28.55894144,77.16395449,3.7
Dunkin' Donuts,New Delhi,28.55739275,77.16427334,3.7
Krips Restaurant,New Delhi,28.55720016,77.16388777,3.5
McDonald's,New Delhi,28.5574864,77.16365643,3.5
Yo! China,New Delhi,28.55722872,77.16364905,3.5
RPM,New Delhi,28.55756561,77.16416772,2.4
By The Way - Bellagio,New Delhi,28.6963277,77.1799244,2.9
Red - Bellagio,New Delhi,28.6962508,77.1800463,3.4
Soul Curry - Bellagio,New Delhi,28.6963277,77.1799244,3.6
Alpha 63,New Delhi,28.5488265,77.1271685,2.7
Bite-N-Sip,New Delhi,28.5677783,77.1884602,2.6
Lotus Garden,New Delhi,28.5692067,77.1870054,3.2
Meethas Sweets,New Delhi,28.5682092,77.1882805,2.8
Nirula's,New Delhi,28.56747782,77.18884371,2.5
Punjabi Tadka,New Delhi,28.5680386,77.1883704,2.8
Snack Bar,New Delhi,28.5682072,77.1872056,3.0
South Indian Food,New Delhi,28.567558,77.1884696,3.1
Domino's Pizza,New Delhi,28.56902165,77.18894932,2.4
Southy,New Delhi,28.56823664,77.18844105,2.4
Coffee Shop - Centaur Hotel,New Delhi,28.543091,77.115196,0.0
Al Kuresh,New Delhi,28.5841464,77.1918744,3.3
Angan Bakery & Cafe,New Delhi,28.5850979,77.191515,2.9
Bamboo Chopstix,New Delhi,28.5842999,77.1916048,2.7
Bawarchis,New Delhi,28.5842508,77.1915599,2.9
Bikanervala,New Delhi,28.5851618,77.1912454,3.4
Cafe Coffee Day,New Delhi,28.5834333,77.1909759,3.0
Chanakya Bar-Be-Que,New Delhi,28.5843608,77.1914283,3.2
Chattisgarh Bhawan,New Delhi,28.6043227,77.1863937,2.7
Chimney,New Delhi,28.5843895,77.1916048,2.9
China Town Sizzlers,New Delhi,28.5842508,77.1915599,3.4
Chinese Bite,New Delhi,28.5842927,77.1917436,2.8
Chinese Garden,New Delhi,28.5843202,77.191558,3.2
Costa Coffee,New Delhi,28.5952992,77.1683666,3.0
Food Point,New Delhi,28.6024263,77.1867082,2.8
Ikko,New Delhi,28.6021467,77.1860137,2.9
Jammu And Kashmir House,New Delhi,28.5998612,77.1969056,2.9
Laguna,New Delhi,28.5843085,77.1916947,3.4
Momo Point,New Delhi,28.5841379,77.1917845,3.2
New Zaika,New Delhi,28.5841379,77.1917845,3.1
Organic Express,New Delhi,28.5867665,77.1933486,3.0
Tamil Nadu House Canteen,New Delhi,28.5830663,77.1908861,3.4
The Chocolate Avenue,New Delhi,28.5795901,77.1863937,3.4
Chimney Sizzlers,New Delhi,28.5842999,77.1916048,3.7
Gujarat Bhawan Restaurant,New Delhi,28.5985428,77.1971751,3.7
It��s Sinful,New Delhi,28.5974082,77.1735895,3.5
Jakoi,New Delhi,28.6055182,77.1876516,3.5
Arunachal Bhawan,New Delhi,28.5986962,77.1980469,0.0
Hotel New Tamil Nadu,New Delhi,28.5830663,77.1908861,0.0
Milan Food,New Delhi,28.5841379,77.1917845,0.0
Playboy Club,New Delhi,28.5957906,77.1974446,0.0
Moti Mahal Delux,New Delhi,28.6016137,77.1871125,2.4
The Treat,New Delhi,28.5928569,77.178936,2.1
Break Fast Point,New Delhi,28.6555014,77.2820446,3.3
Breakfast Corner,New Delhi,28.655449,77.2822063,3.1
Domino's Pizza,New Delhi,28.6519888,77.2777758,3.0
Frontier,New Delhi,28.656024,77.2816637,3.2
Prince Cafe,New Delhi,28.6548389,77.2821725,2.9
Spicy Eleven,New Delhi,28.6536873,77.2779746,3.1
Vaishno Punjabi Dhaba,New Delhi,28.6512423,77.2822247,3.0
Adarsh Bhojnalaya,New Delhi,28.6564057,77.224214,3.4
Al Haj Bakery,New Delhi,28.6545089,77.2278068,3.0
Anmol Chicken,New Delhi,28.663599,77.2094826,3.1
Babu Ram Paranthe Wale,New Delhi,28.6560115,77.2304115,3.2
Bhaijaan Kababs,New Delhi,28.6494534,77.2335101,3.2
Bhikharam's,New Delhi,28.65688889,77.22398333,3.0
Bikanervala,New Delhi,28.6566711,77.2244176,2.8
Brijwasi Bhoj,New Delhi,28.6568732,77.2243841,3.1
Brijwasi Restaurant,New Delhi,28.656851,77.2243823,3.2
Comesum,New Delhi,28.6606804,77.2280206,2.5
Inderpuri Restaurant,New Delhi,28.6578654,77.2231981,3.0
Kamdhenu Family Corner,New Delhi,28.6563302,77.2271781,2.8
Khalsa Hindu Hotel,New Delhi,28.658756,77.2234955,2.9
Mahalaxmi Mishthan Bhandar,New Delhi,28.6581203,77.2234057,3.3
McDonald's,New Delhi,28.65606667,77.23421395,3.0
McDonald's,New Delhi,28.65664,77.22333167,3.0
Natraj Cafe,New Delhi,28.6561992,77.2305013,3.4
Padam Chaat Corner,New Delhi,28.66,77.23,3.0
Pandit Ved Prakash Lemon Wale,New Delhi,28.6565647,77.2268188,3.2
Pt. Babu Ram Devi Dayal Paranthe Wale,New Delhi,28.6560495,77.2307138,3.0
Rabri Bhandar,New Delhi,28.6561097,77.2305013,3.2
Ram Parshad Makhan Lal,New Delhi,28.6625615,77.2155012,3.4
Rambhoj,New Delhi,28.6562981,77.2324772,2.9
Rehmatullah's Hotel,New Delhi,28.6491441,77.233555,3.0
Sharma Bhojnalay,New Delhi,28.6559026,77.2306151,3.0
Shree Balaji Chaat Bhandar,New Delhi,28.656524,77.2320281,3.2
Shri Duli Chand Naresh Gupta,New Delhi,28.6476635,77.2269535,3.4
Shri Hari Sharnam,New Delhi,28.6577424,77.222732,3.1
Sindhi Chicken,New Delhi,28.6573856,77.2316689,2.9
Soni Bhojnalaya,New Delhi,28.657748,77.223481,3.0
Super Restaurant,New Delhi,28.6567032,77.2320281,2.9
Tiwari Ji Confectioner,New Delhi,28.6561268,77.2306809,3.1
Wah Ji Wah,New Delhi,28.6562478,77.2328586,2.8
Zaika Mughlai Foods,New Delhi,28.6566379,77.2233607,3.3
Al Yousuf,New Delhi,28.6551819,77.2254715,3.7
Amritsari Lassi Wala,New Delhi,28.6567084,77.2234007,3.8
Annapurna Bhandar,New Delhi,28.6563295,77.2323664,3.8
Bishan Swaroop Chaat Bhandar,New Delhi,28.6561525,77.2309504,3.7
Gole Hatti,New Delhi,28.6572505,77.2230342,3.8
Haldiram's,New Delhi,28.6563106,77.2316689,3.9
Kanwarji's,New Delhi,28.6562249,77.2307707,3.9
Kedarnath Prem Chand Halwai,New Delhi,28.6556971,77.229983,3.7
Keventers,New Delhi,28.6562039,77.2314893,3.7
Khan Omelette Corner,New Delhi,28.6551982,77.2215109,3.6
Natraj Dahi Bhalle Wala,New Delhi,28.6561992,77.2305013,3.9
Old Famous Jalebi Wala,New Delhi,28.6561321,77.233555,3.9
Pt. Gaya Prasad Shiv Charan Paranthe Wale,New Delhi,28.6561011,77.2304115,3.6
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,New Delhi,28.6560207,77.2304674,3.6
Shiv Misthan Bhandar,New Delhi,28.6568622,77.2243039,3.8
Special Jalebi Wala,New Delhi,28.6566115,77.2320562,3.5
Tewari Bros Confectioners,New Delhi,28.6566371,77.2266392,3.5
Annapurna Chaat & Sweets,New Delhi,28.6562432,77.2315132,0.0
Delhi-6 The Chicken Planet,New Delhi,0.0,0.0,0.0
Dessi Food,New Delhi,28.6574304,77.2319961,0.0
Foody Dragon,New Delhi,28.6572972,77.2319612,0.0
Grover Eating Point,New Delhi,28.6570185,77.2352925,0.0
Hotel 121 Shakahari,New Delhi,28.657811,77.2234506,0.0
Lala Chaap Corner,New Delhi,28.6526767,77.233113,0.0
Meghraj & Sons,New Delhi,28.6565888,77.2233158,0.0
Old Kheer Shop,New Delhi,28.65045,77.225538,0.0
Punjabi Chicken,New Delhi,28.6573856,77.2316689,0.0
Ratan Singh,New Delhi,28.6531118,77.2338244,0.0
Shri Bhujia Bhandar,New Delhi,0.0,0.0,0.0
Chaina Ram Sindhi Confectioners,New Delhi,28.6566622,77.2235803,4.2
Giani's di Hatti,New Delhi,28.6579744,77.2233575,4.3
Jung Bahadur Kachori Wala,New Delhi,28.6556914,77.2298726,4.1
Lakhori - Haveli Dharampura,New Delhi,28.653316,77.2322078,4.4
Milk n More,New Delhi,28.650566,77.2310851,3.1
Kuremal Mohan Lal Kulfi Wale,New Delhi,28.6477617,77.2270433,4.5
Hira Chaat Corner,New Delhi,28.6501751,77.2293337,3.6
